명칭,전화번호,주소,개요,규모,수용 가능 인원,객실 수,객실 유형,주차 가능,조리 가능,체크인,체크아웃,예약 안내,예약안내 홈페이지,픽업서비스,식음료장,공용 샤워실,상세정보,환불규정
대둔산 수락계곡 잉스힐,010-3434-2639,충청남도 논산시 벌곡면 수락계곡2길 63-3,잉스힐(ingshill)은 꿈의 동산이란 뜻으로 대둔산 수락계곡에 위치한 유럽풍의 통나무식 펜션이다. 펜션/ 산장 및 전원 레스토랑을 겸한 휴양 시설로서 폭포수 같은 수락계곡물이 건물을 맴돌며 흐르고/ 수려한 대둔산 전경이 마주 보인다. 잔디공원을 조성하여 야외 바비큐 요리/ 족구/ 축구 등 단체 모임에도 적합하며 야외를 활용하여 각종 이벤트도 가능하다.,nan,165명,16실,펜션/ 민박,가능,가능,14:00,익일 12:00 (성수기 11:00),010-3434-2639,"<a href=""http://www.ingshill.co.kr"" target=""_blank"" title=""새창 : 대둔산 수락계곡 잉스힐 홈페이지로 이동"">http://www.ingshill.co.kr</a>",가능(사전문의),레스토랑/카페,없음,"객실명:[펜션] 15평형
객실크기:15평
객실수:0
기준인원:4최대인원:8
※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:100000(성수기: 120000)
비수기주말최소:140000(성수기: 170000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:객실명:[펜션] 30평형
객실크기:30평
객실수:0
기준인원:10최대인원:16
※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:200000(성수기: 250000)
비수기주말최소:250000(성수기: 320000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:객실명:[펜션] 33평형
객실크기:33평
객실수:0
기준인원:10최대인원:16
※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:230000(성수기: 280000)
비수기주말최소:280000(성수기: 350000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:객실명:[펜션] 22평형
객실크기:22평
객실수:0
기준인원:6최대인원:10
※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:140000(성수기: 170000)
비수기주말최소:180000(성수기: 220000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:객실명:[펜션] 18평형
객실크기:18평
객실수:0
기준인원:5최대인원:9
※ 위 정보는 2023년 06월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:객실명:[펜션] 12평형
객실크기:12평
객실수:0
기준인원:2최대인원:5
※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:80000(성수기: 100000)
비수기주말최소:110000(성수기: 140000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:객실명:[펜션] 63평형
객실크기:63평
객실수:0
기준인원:20최대인원:35
※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:420000(성수기: 520000)
비수기주말최소:520000(성수기: 650000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:객실명:[산장] 원룸(온돌/침대)
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:30000(성수기: 40000)
비수기주말최소:50000(성수기: 60000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:Y
드라이기:",nan
보성다비치콘도,061-850-1100,전라남도 보성군 회천면 충의로 36,남해가 한눈에 들어오는 탁 트인 조망을 제공하는 객실을 보유하고 있으며 120미터 지하 천연암반해수와 보성녹차를 사용한 해수 녹차탕은 녹차 온욕이 선사하는 색다른 경험이다. 콘도 앞에는 끝없이 펼쳐진 솔밭해변과 자연이 살아 숨 쉬는 아름다운 은빛 백사장이 있다.,"객실동 : 지상 8층<br>
해수녹차탕동 : 지상 5층",600명,81실,패밀리/ 스위트/ 로얄스위트/ 디럭스/ VIP,주차 가능,가능,14:30,11:00,061-850-1144/ 1114,"<a href=""http://www.dabeach.co.kr"" target=""_blank"" title=""새창 : 보성다비치콘도 홈페이지로 이동"">http://www.dabeach.co.kr</a>",nan,한식당/ 카페,없음,"객실명:패밀리형 18평(온돌/침대)
객실크기:18평
객실수:0
기준인원:3최대인원:3
※ 위 정보는 2022년 10월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:124000(성수기: 190000)
비수기주말최소:162000(성수기: 190000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:스위트 22평(온돌/침대)
객실크기:22평
객실수:0
기준인원:4최대인원:6
※ 위 정보는 2022년 10월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:156000(성수기: 240000)
비수기주말최소:204000(성수기: 240000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:VIP
객실크기:75평
객실수:0
기준인원:5최대인원:5
※ 위 정보는 2022년 10월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:1160000(성수기: 1160000)
비수기주말최소:1160000(성수기: 1160000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:패밀리형 17평(온돌/침대)
객실크기:17평
객실수:0
기준인원:4최대인원:6
※ 위 정보는 2022년 10월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:124000(성수기: 190000)
비수기주말최소:162000(성수기: 190000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:로얄스위트 33평(온돌/침대)
객실크기:33평
객실수:0
기준인원:6최대인원:8
※ 위 정보는 2022년 10월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:208000(성수기: 320000)
비수기주말최소:272000(성수기: 320000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:로얄스위트 35평
객실크기:35평
객실수:0
기준인원:7최대인원:10
※ 위 정보는 2022년 10월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:208000(성수기: 320000)
비수기주말최소:272000(성수기: 320000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명: 디럭스 41평(온돌/침대)
객실크기:41평
객실수:0
기준인원:8최대인원:10
※ 위 정보는 2022년 10월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:254000(성수기: 390000)
비수기주말최소:332000(성수기: 390000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
",nan
하늘바다펜션,010-3578-1163,울산광역시 울주군 서생면 진하해변길 30,"우리나라에서 해가 가장 먼저 뜨는 울산의 간절곶에 위치한 하늘바다펜션은 마치 톰소여의 오두막집을 연상시키는 2층짜리 통나무형 펜션이다. 규모는 작고 아담하지만 26㎡짜리 원룸식의 통나무 객실이 포근하고 아늑하며 각 객실마다 깨끗한 화장실과 샤워장/ 취사시설/ 순간 온수기 등이 갖춰져 있다.
근처에 진하 해수욕장과 서생포 왜성/ 간절곶등대/ 소나무 숲이 우거진 명선도 등 유명한 관광지가 많아 함께 둘러보기에도 제격이다.",2층,48명,12실,nan,가능,가능,14:00,11:00,nan,nan,nan,nan,없음,"객실명:2층 객실
객실크기:8평
객실수:0
기준인원:2최대인원:4
※ 위 정보는 2020년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:50000(성수기: 130000)
비수기주말최소:80000(성수기: 150000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:객실명:1층 객실
객실크기:10평
객실수:0
기준인원:4최대인원:7
※ 위 정보는 2020년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:70000(성수기: 180000)
비수기주말최소:100000(성수기: 200000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:",nan
윙민박,010-9872-5869,부산광역시 해운대구 송정중앙로6번길 36(송정동),#본 업소는 외국인관광 도시민박업으로 외국인만 이용이 가능하며 내국인은 이용할 수 없습니다.<br><br>부산 해운대에 위치한 숙박업소이다.,34평/ 1층,5명,2,nan,가능(3대),nan,10:00,9:00,전화,nan,불가능,nan,없음,nan,nan
리틀 프린스 펜션,061-783-4700 / 010-6318-6304,전라남도 구례군 마산면 화엄사로 386-9,전남 구례군 마산면에 있다. 자연과 어우러진 깨끗한 객실에서 사계절 내내 휴식을 즐길 수 있다.,nan,150명,26,nan,주차 가능,nan,15:00,11:00,홈페이지/ 전화,nan,불가,nan,없음,nan,nan
월출산 달빛정원,010-9136-1937,전라남도 영암군 군서면 월암길 116-11,시원하고 맑은 공기를 감싸안은 월출산에 위치하고 있다. 산림욕 효과와 아토피 개선에 도움이 되는 편백나무로 이루어져 있다.,nan,79명,9,nan,주차 가능(100대),nan,15:00,11:00,전화,nan,불가능,nan,없음,nan,nan
바닷가모텔,033-671-8871,강원특별자치도 양양군 강현면 해맞이길 8-17,낙산해수욕장에 위치한 바닷가모텔은 현대식으로 지어진 대형 모텔로 많은 객실과 넓은 주차장을 갖고 있는 것이 장점이다. 낙산 해수욕장 바로 앞에 위치해 바닷가 쪽의 객실에서는 방안에서도 일출을 감상할 수 있어서 좋다. 객실 내부는 아기자기하고 세련되게 인테리어 되어 있으며 깔끔하게 정돈되어 있어 쾌적하게 머물다 갈 수 있다.,nan,104명,27실,nan,주차 가능,가능,15:00,익일 11:00,033-671-8871,"<a href=""http://xn--o39a25k2ygspbi97c.com/"" target=""_blank"" title=""새창: 바닷가모텔 홈페이지로 이동"">http://xn--o39a25k2ygspbi97c.com/</a>",nan,nan,없음,"객실명:일반실
객실크기:0평
객실수:0
기준인원:3최대인원:0
※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2024년 06월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:30000(성수기: 130000)
비수기주말최소:50000(성수기: 130000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:",nan
동서울 관광호텔,02-455-1100,서울특별시 광진구 구의강변로 38,"지하철 강변역과 동서울 터미널이 호텔 바로 옆에 위치하여 접근성이 뛰어난 곳이다. 비즈니스와 여행을 즐기시는 고객에게 어울리는 최고의 서비스와 시설로 맞이하고 있다.
다양한 테마별로 꾸며진 3/ 4층 룸과 비즈니스/ 여행객을 위한 룸으로 이루어져 있으며 고객 한분 한분에게 최상의 서비스와 안락함을 경험할 수 있도록 노력할 것이다.",지상 10층/지하 4층,nan,115실,트윈/더블/ 디럭스 트윈/ 트리플/ 파티/스위트,가능,불가,14:00,12:00,02-455-1100,nan,nan,레스토랑/ 커피숍,없음,"객실명:트윈/더블
객실크기:0평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:디럭스 트윈
객실크기:0평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",nan
그랜드 워커힐 서울,02-455-5000,서울특별시 광진구 워커힐로 177,푸른 아차산과 시원한 한강이 펼쳐지는 아름다운 자연경관 속에 위치한 그랜드 워커힐 서울 호텔은 도심 속 자연에서의 편안한 휴식과 연회/ 엔터테인먼트 등 차별화 된 특급호텔 서비스와 가치를 제공하는 최고의 도심형 리조트이다. 477개의 객실과 레스토랑&바/ 최대 800명 이상 수용 가능한 대연회장을 비롯한 총 7개의 컨벤션센터를 보유하고 있으며 야외 레저 스포츠 공간  다양한 시설을 통해 즐거움을 제공한다.,지상 17층/지하 3층,nan,477실,nan,가능,불가,15:00,익일 11:00,nan,nan,nan,온달(한식당 2F)/ 금룡(중식당 1F)/ 더파빌리온(1F)/ 르 파사쥬(1F),없음,"객실명:딜럭스(그랜드 디럭스)
객실크기:9평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:클럽  딜럭스
객실크기:9평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:클럽 스위트
객실크기:16평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:[더글라스하우스] 더글라스 딜럭스
객실크기:8평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:패밀리 딜럭스 스위트
객실크기:16평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:비건 스위트
객실크기:16평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:[더글라스하우스] 더글라스 스위트
객실크기:21평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:[더글라스하우스] 트레디셔널 스위트
객실크기:16평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:스탠다드
객실크기:9평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:[빌라] 빌라
객실크기:0평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:그랜드 스위트
객실크기:24평
객실수:0
기준인원:2최대인원:2
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:그랜드 패밀리 스위트
객실크기:24평
객실수:0
기준인원:4최대인원:4
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:로열 스위트
객실크기:33평
객실수:0
기준인원:4최대인원:4
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:프리미어 스위트
객실크기:40평
객실수:0
기준인원:4최대인원:4
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:프레지덴셜 스위트
객실크기:83평
객실수:0
기준인원:2최대인원:2
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:딜럭스 스위트
객실크기:17평
객실수:0
기준인원:3최대인원:3
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:키즈 딜럭스 스위트
객실크기:17평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:바비 스위트
객실크기:16평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:클럽 트레디셔널 스위트
객실크기:16평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:허니문 스위트
객실크기:16평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",nan
호텔 삼정,02-557-1221,서울특별시 강남구 봉은사로 150,서울 강남의 중앙에 위치한 호텔삼정은 역사와 전통을 자랑하는 명문호텔로서 자리매김해 왔다. 호텔삼정은 무엇보다도 빌딩식 비즈니스호텔의 답답함에 지친 고객을 위해 여유로운 공간과 정원/ 파크가 있는 고객의 쉼터로 편안함과 여유로움/ 한국적 정을 느낄 수 있는 호텔을 추구하고자 했다.<br>객실은 고급스러운 실내장식과 여유로운 공간구성을 통해 고객이 최대한 여유롭고 편안히 쉴 수 있는 공간을 마련했다. 층별로 다른 콘셉트의 객실들은  새로운 느낌으로 고객에게 다가간다. 약 3천여 평의 넓은 대지 위에 지상 12층/ 지하 2층으로 구성된 본관 건물과 지상 2층의 신관 건물은 절묘한 조화를 이루고 있으며/ 대형 연회/웨딩홀/ 식음료 업장이 마련되어 있고 여타 부대시설로는 사우나/ 휘트니스/ 비지니스센터/ 웨딩갤러리 빌딩이 있다.,본관(지상 12층/ 지하 2층)/ 별관,320명,160실,더블/ 트윈/ 온돌/ 수페리어/코리안 스위트,주차 가능,불가,14:00,12:00,02-556-8572,"<a href=""http://www.samjunghotel.co.kr"" target=""_blank"" title=""새창 : 호텔 삼정 홈페이지로 이동"">http://www.samjunghotel.co.kr</a>",nan,마리스(1F 라운지/ 카페/ 레스토랑)/ 한식당(2F 한국관)/ 델리(베이커리),없음,"객실명:더블
객실크기:6평
객실수:0
기준인원:2최대인원:0
※ 객실 가격은 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:온돌
객실크기:6평
객실수:0
기준인원:2최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:슈페리어 스위트
객실크기:15평
객실수:0
기준인원:2최대인원:0
※ 객실 가격은 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:트윈
객실크기:6평
객실수:0
기준인원:2최대인원:0
※ 객실 가격은 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:코리안 스위트
객실크기:15평
객실수:0
기준인원:2최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
",nan
Tae's house,010-9711-1067,경기도 시흥시 문화마을로16번길 47202호 (대야동/예인센스빌),#본 업소는 외국인관광 도시민박업으로 외국인만 이용이 가능하며 내국인은 이용할 수 없습니다.<br><br>경기도 시흥시에 위치한 조용한 숙소이다.,8평/ 2층,3명,1,nan,불가능(주변),nan,15:00,11:00,전화,nan,가능,있음,없음,nan,nan
매죽헌2(매죽헌한옥민박),010-4622-7180,전라남도 순천시 월등면 외동길 56,매죽헌은 전통한옥 스타일로 내부시설은 현대식이며 난방 방식은 장작을 지펴 구들 방식이고 자고 나면 온몸의 피로가 시원하게 풀리는 숙소이다.,42평,20명,3,nan,가능(10대),nan,15:00 이후,11:00 이전,nan,nan,가능,있음,없음,nan,nan
제주정원집,nan,제주특별자치도 서귀포시 남원읍 한신로531번길15,제주에서 유일한 300년 이상된 동백숲을 가지고 있는 마을로써/ 그 동백숲을 숙소에서 바라볼수 있는 공간이다.,nan,nan,nan,nan,nan,nan,오전 10시~20시,nan,nan,nan,nan,nan,없음,nan,nan
