명칭,전화번호,주소,개요,규모,수용 가능 인원,객실 수,객실 유형,주차 가능,조리 가능,체크인,체크아웃,예약 안내,예약안내 홈페이지,픽업서비스,식음료장,공용 샤워실,상세정보,환불규정
포항전통문화체험관 [한국관광 품질인증/Korea Quality],054-280-9370,경상북도 포항시 북구 기북면 덕동문화길 7,포항시내에서 40분가량 떨어진 한적한 덕동마을에 자리한 포항전통문화체험관은 아름다운 자연과 함께 전통문화를 즐기고 배울 수 있는 곳이다. 서당/ 서예/ 다도 천연염료를 이용한 염색/ 택견/ 민속 타악기를 두드리는 난타/ 짚과 한지를 이용한 공예/ 두부와 떡 만들기 음식 체험 등 다양한 프로그램이 준비되어 있다. 저렴한 가격으로 한옥 온돌방에서 숙박할 수 있고/ 화장실과 샤워실은 공동으로 사용한다.,건물 3동,5,10,한실,가능,불가,14:00,11:00,nan,nan,불가,있음,없음,"객실명:잠자는 집
객실크기:12평
객실수:0
기준인원:5최대인원:5
null
비수기주중최소:60000(성수기: 60000)
비수기주말최소:60000(성수기: 60000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:Y
드라이기:Y
",홈페이지 내용 참고
해마루 힐링숲 [한국관광 품질인증/Korea Quality],010-2332-6303,전라남도 해남군 동해길 108-35,전라남도 해남 두륜산 해남김치정보화마을에 자리한 해마루 힐링숲은 완도 바다가 보이고 울창한 편백숲으로 둘러싸인 전통 한옥으로/ 툇마루에서 보는 절경이 일품이다. 강원도 육송과 황토/ 고령 한와를 사용해 지었고/ 안채는 아파트형 독채 객실/ 바깥채는 원룸 형태다. 여름에는 마을에서 운영하는 수영장에서 물놀이를 즐길 수 있다. 텃밭에 키우는 채소는 자유롭게 채취해 먹을 수 있고/ 윷놀이/ 다듬이/ 쥐불놀이와 김치담그기 체험 등도 유료 혹은 무료로 제공하고 있다.,약 99㎡/ 1층,25,2,한실,가능,가능,15:00,11:00,nan,nan,가능,있음,없음,"객실명:안채
객실크기:22평
객실수:0
기준인원:4최대인원:15
null
비수기주중최소:200000(성수기: 200000)
비수기주말최소:200000(성수기: 200000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:문간방
객실크기:22평
객실수:0
기준인원:2최대인원:4
null
비수기주중최소:80000(성수기: 80000)
비수기주말최소:80000(성수기: 80000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
",숙박 7일 전까지 100% 환불(취소 시 전화 문의 요망)
장보고한옥펜션,010-7155-3585,인천광역시 강화군 송해면 강화대로833번길 44-30,장보고한옥펜션은 지붕 없는 박물관으로 불리는 인천 강화군 송해면에 위치한다. 유네스코 세계유산으로 등재된 강화고인돌유적과 강화역사박물관/ 자연사박물관이 있는 하점면 부근리에서 차로 5분이면 닿을 수 있는 곳이다. 진달래 군락으로 유명한 고려산(436m) 산행 들머리인 백련사와도 4km밖에 떨어져 있지 않다. 장보고한옥펜션에서 숙박체험이 가능한 공간은 사랑채와 안채다. 사랑채와 안채는 아담한 마당을 사이에 두고 있다. 예쁜 우물이 있는 마당은 아케이드로 지붕을 올려 사시사철 편안한 휴식공간으로 사용된다. 사랑채와 안채는 모두 거실과 두 개의 방으로 구성됐으며/ 별도의 전통 아궁이를 갖췄다. 안채에는 아늑한 다락방도 있다. 부대시설로는 안채 맞은편의 구들방과 수영장/ 그리고 야외 바비큐 시설 등이 있다. 사랑채와 안채에 화장실이 있지만/ 단체 이용객의 편의를 위해 야외에 공용 화장실도 마련했다.,1층,20명,4실,nan,있음,가능,14:00,11:00,가능 (010-7155-3585),"<a href=""http://cafe.naver.com/jbgho"" target=""_blank"" title=""새창 : 장보고한옥펜션 카페 페이지로 이동"">http://cafe.naver.com/jbgho</a>",불가,nan,있음,"객실명:별채
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 위 정보는 2021년 12월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:140000(성수기: 0)
비수기주말최소:140000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:하늘채
객실크기:0평
객실수:0
기준인원:4최대인원:5
※ 위 정보는 2021년 12월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:160000(성수기: 0)
비수기주말최소:160000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:안채
객실크기:25평
객실수:0
기준인원:6최대인원:8
※ 위 정보는 2021년 12월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:330000(성수기: 0)
비수기주말최소:330000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:사랑채
객실크기:20평
객실수:0
기준인원:4최대인원:6
※ 위 정보는 2021년 12월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:250000(성수기: 0)
비수기주말최소:250000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
","<a href=""http://cafe.naver.com/jbgho"" target=""_blank"" title=""새창 : 장보고한옥펜션 카페 페이지로 이동"">http://cafe.naver.com/jbgho</a>"
순천만민속한옥펜션[한국관광 품질인증/Korea Quality],061-741-6735,전라남도 순천시 대대2길 33,순천만민속한옥펜션은 순천만 인근 높은 지대에 자리해 순천만생태공원을 한눈에 조망할 수 있다. 객실은 원룸과 독채로 구성되어 있다. 객실마다 화장실/ 주방 등을 설치해 편의성을 높였고/ 바닥은 황토를 두껍게 깔았으며/ 국산 소나무로 마감해 향긋하고 건강하게 머무를 수 있다. 저렴한 가격으로 맛있는 남도 가정식을 맛볼 수 있고/ 순천만자연생태공원과 용산전망대를 도보로 이동하기에 좋다.,1층,45,6,한실,가능,가능,16:00,11:00,가능(061-741-6735/ 010-9430-6735/ 010-5434-6735/ 010-3930-8500),http://www.민속한옥펜션.com,가능,없음,없음,"객실명:아침이슬
객실크기:7평
객실수:0
기준인원:2최대인원:4
null
비수기주중최소:80000(성수기: 80000)
비수기주말최소:100000(성수기: 100000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:숲속향기
객실크기:7평
객실수:0
기준인원:2최대인원:4
null
비수기주중최소:80000(성수기: 80000)
비수기주말최소:100000(성수기: 100000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:바람나라
객실크기:7평
객실수:0
기준인원:2최대인원:4
null
비수기주중최소:80000(성수기: 80000)
비수기주말최소:100000(성수기: 100000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:행복세상
객실크기:7평
객실수:0
기준인원:2최대인원:4
null
비수기주중최소:80000(성수기: 80000)
비수기주말최소:100000(성수기: 100000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:갈대소리
객실크기:7평
객실수:0
기준인원:2최대인원:4
null
비수기주중최소:70000(성수기: 70000)
비수기주말최소:100000(성수기: 100000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:저녁노을
객실크기:10평
객실수:0
기준인원:6최대인원:15
null
비수기주중최소:150000(성수기: 150000)
비수기주말최소:150000(성수기: 150000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
",예약 7일 후~이용 6일전 100%/ 예약 8일 후 이용 5일전 9%/ 4일전 80%/ 3일전 70%/ 2일전 50%/ 1일전 30%/ 당일 취소 환불 불가
도래미 [한국관광 품질인증/Korea Quality],010-6604-6621,전라남도 나주시 다도면 동력길 18-26,전남 나주 도래마을에 자리한 도래미하우스는 본채와 사랑채/ 별채 총 3채의 한옥스테이다. 본채 2개 침실 중 안쪽 침실에는 다락방 공간이 숨어 있다. 사랑채는 중앙 거실을 두고 양옆에 2개의 침실이 자리한다. 별채는 원룸형으로 계단으로 올라가는 언덕 위에 자리힌다. 숙소 옆 숲길을 따라 산책하다 보면 정자 ‘계은정’에 이른다. 본채 옆에 작은 그림책방이 있고/ 북스테이 공간 작업도 진행 중이다.,단층 3채,20,3,한실,있음,가능,15:00,11:00,가능(061-336-3646/ 010-6604-6621),nan,불가,없음,없음,"객실명:사랑채
객실크기:15평
객실수:0
기준인원:4최대인원:8
null
비수기주중최소:220000(성수기: 0)
비수기주말최소:250000(성수기: 0)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:별채
객실크기:7평
객실수:0
기준인원:2최대인원:4
null
비수기주중최소:150000(성수기: 0)
비수기주말최소:170000(성수기: 0)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:본채
객실크기:25평
객실수:0
기준인원:3최대인원:8
null
비수기주중최소:200000(성수기: 0)
비수기주말최소:200000(성수기: 0)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
","""숙박 2주 전 100% 환불/ 7일 전 70% 환불/ 1일 전 50% 환불(상세 내용은 별도 문의) 숙박시설 환불규정은 업소별 규정이 우선 적용되오니/ 예약시 업소별 환불규정을 확인하시기 바랍니다. 업소의 환불규정이 별도로 마련되어 있지 않을 경우에는 공정거래위원회의 소비자분쟁해결기준이 적용됩니다."""
사나래 한옥,061-862-2418,전라남도 장흥군 장평면 우산병동길 436-3,전남에서 청정지역으로 분류된 5지역에 포함된 곳으로 황토방에서 힐링을 할 수 있다.,nan,nan,4실,nan,주차 가능,nan,15:30,11:30,061-862-2418,"<a href=""http://sanalehanok.modoo.at"" target=""_blank"" title=""새창: 사나래 한옥 홈페이지로 이동"">http://sanalehanok.modoo.at </a>",nan,nan,없음,"객실명:손님방/작은방/큰방
객실크기:14평
객실수:0
기준인원:5최대인원:20
※ 위 정보는 2020년 12월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:50000(성수기: 150000)
비수기주말최소:50000(성수기: 150000)
목욕시설:Y
욕조:홈시어터:Y
에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:Y
취사용품:Y
테이블:Y
드라이기:Y
",nan
순천게스트하우스느림 [한국관광 품질인증/Korea Quality],010-9229-8917,전라남도 순천시 강변로 669 순천게스트하우스느림,순천 남부시장 근처에 위치한 순천게스트하우스느림은 젊은 여행객에게 인기가 많다. 객실은 도미토리와 싱글베드/ 더블베드가 있는 룸으로 나뉜다. 1층 로비에는 추천도서와 테이블이/ 지하 카페테리아에는 조식 공간/ 간단한 취사가 가능한 주방/ 책이 가득한 책장/ 보드게임장/ 음악시설 등이 있다. 치맥파티 등 수시로 이벤트가 열리고 여수야경투어를 떠나기도 한다. 순천관광지 입장 할인 쿠폰도 챙겨준다.,지하 1층~지상 4층(541.06m²),45,14,양실,가능,불가,16:00,10:00,nan,http://nreem.co.kr/220535195897,가능,있음,없음,"객실명:2~3인실
객실크기:4평
객실수:0
기준인원:2최대인원:3
null
비수기주중최소:50000(성수기: 70000)
비수기주말최소:60000(성수기: 70000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:인터넷:Y
냉장고:세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:4인실
객실크기:4평
객실수:0
기준인원:4최대인원:4
null
비수기주중최소:22000(성수기: 30000)
비수기주말최소:25000(성수기: 30000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:인터넷:Y
냉장고:세면도구:Y
소파:취사용품:테이블:드라이기:Y
",주중 숙박 10일 전까지 100% 환불/ 숙박 7일 전까지 90% 환불/ 숙박 5일 전까지 70% 환불/ 숙박 3일 전까지 50% 환불/ 숙박 1일 전-당일 취소 시 20% 환불 / 주말 숙박 10일 전까지 100% 환불/ 숙박 7일 전까지 80% 환불/ 숙박 5일 전까지 60% 환불/ 숙박 3일 전까지 40% 환불/ 숙박 1일 전-당일 취소 시 10% 환불
시은재[한국관광 품질인증/Korea Quality],010-5355-3029,서울특별시 종로구 삼일대로 439,서울 종로구 경운동에 자리한 시은재는 대를 이어 지켜온 한옥으로/ 얼핏 봐도 오랜 세월을 느낄 수 있다. 안방과 별채/ 작은방 3개 객실을 운영하는데/ 안방에는 유일하게 거실이 있다. 객실마다 화장실을 갖췄고/ 공용 주방시설엔 각종 주방용품과 세탁기를 구비했다. 개별 객실 숙박은 물론 시은재 전체를 빌릴 수도 있다. 종로구에 위치해 주변 관광지로의 이동이 편리하고/ 자차 이용시 공용주차장을 이용해야 한다.,1층/ 약 200㎡,8,3,한실,불가,불가,15:00,11:00,nan,nan,불가,없음,없음,"객실명:안방
객실크기:3평
객실수:0
기준인원:2최대인원:4
null
비수기주중최소:250000(성수기: 300000)
비수기주말최소:300000(성수기: 350000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:별채
객실크기:3평
객실수:0
기준인원:2최대인원:4
null
비수기주중최소:200000(성수기: 250000)
비수기주말최소:250000(성수기: 300000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:작은방
객실크기:16평
객실수:0
기준인원:4최대인원:8
null
비수기주중최소:400000(성수기: 450000)
비수기주말최소:500000(성수기: 550000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
",공정거래위원회의 소비자분쟁해결기준에 따른 숙박업 환불규정을 준수함.
옛날에금잔디[한국관광 품질인증/Korea Quality],010-6216-5598,인천광역시 강화군 내가면 강화서로225번길 18-1,강화도에 자리한 옛날에금잔디는 황토벽/ 서깨래/ 대들보/ 대청마루가 조화를 이루는 80여년 된 전통한옥이다. 마당과 정원에는 소나무를 비롯한 다양한 나무와 꽃이 있고/ 아궁이와 가마솥/ 우물까지 있어 정겨움을 더해준다. 객실은 안채와 사랑채 2개로/ 전체 공간을 빌려 야외 결혼식이나 돌잔치 등을 하기에도 좋다. 음향장비와 대형천막/ 바비큐 시설도 갖췄는데/ 그릴/ 숯/ 가마솥 사용은 유료다. 반려동물 동반도 가능하다.,지상1층,40,nan,nan,가능,가능,15:00,12:00,가능(010-6216-5598),https://www.golden-grass.com/,가능,없음,없음,"객실명:안채
객실크기:30평
객실수:0
기준인원:8최대인원:20
초과 인원 1인당 10/000원 요금 추가
가마솥/ 맷돌/ 떡메/ 대형천막/ 음향기기
비수기주중최소:320000(성수기: 380000)
비수기주말최소:350000(성수기: 380000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:사랑채
객실크기:15평
객실수:0
기준인원:4최대인원:4
null
비수기주중최소:150000(성수기: 180000)
비수기주말최소:150000(성수기: 180000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
",숙박 14일전 100% 환불/ 7일전 90% 환불/ 3일전 80% 환불/ 1일전 50% 환불/ 당일 10% 환불
남산호스텔,02-778-7800,서울특별시 중구 퇴계로18길 67(남산동2가),"남산호스텔은 서울의 대표적인 관광명소인 명동지역에 위치하였음과 동시에 남산케이블카에 매우 인접해 있다. 배낭여행객을 위한 여성전용도미토리/ 남성전용도미토리부터 가족 및 단체고객을 위한 4인실 8인실 10인실을 보유하고 있어 동호회 모임이나 학생들의 현장학습을 위해 서울을 방문한 고객들이 이용하기에 매우 편리하다.
위치상의 이점으로 경복궁/ 북촌한옥마을/ 서울타워/ 남대문시장/ 동대문/ 종로/ 명동등 서울내 주요 관광지까지의 접근성이 매우 뛰어나며/ 10명이하 소규모 그룹일 경우 시내 명소까지 무료 픽업서비스를 제공하고 있다(사전예약제/ 주중만 가능). 내외국인 여행객들을 위하여 다국어(한국어/ 영어/ 일어/ 중국어/ 태국어) 여행정보서비스를 상시 제공중이다. 조용한 일반 주거지역에 위치한 남산호스텔은 여행에서 지쳐 돌아온 여행자들의 편안한 휴식을 보장한다.",999m²/ 지상 5층/지하 1층,100명,20실,도미토리/ 2인실/ 3인실/ 4인실/ 6~9인실,주차 가능,불가,14:00,11:00,02-778-7800,"<a href=""http://www.namsanguesthouse.com"" target=""_blank"" title=""새창 : 남산호스텔 홈페이지로 이동"">http://www.namsanguesthouse.com</a>",가능(사전문의),nan,없음,"객실명:여성전용 도미토리(캡슐형)
객실크기:60평
객실수:0
기준인원:1최대인원:0
※ 위 정보는 2020년 11월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:30000(성수기: 0)
비수기주말최소:30000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:Y
인터넷:Y
냉장고:세면도구:소파:취사용품:테이블:드라이기:Y
객실명:4인실
객실크기:5평
객실수:0
기준인원:4최대인원:5
null
비수기주중최소:55000(성수기: 55000)
비수기주말최소:55000(성수기: 55000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:Y
인터넷:Y
냉장고:세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:6~9인실
객실크기:20평
객실수:0
기준인원:6최대인원:9
※ 위 정보는 2020년 11월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:135000(성수기: 0)
비수기주말최소:135000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:세면도구:소파:취사용품:테이블:Y
드라이기:Y
객실명:3인실
객실크기:8평
객실수:0
기준인원:3최대인원:4
null
비수기주중최소:45000(성수기: 45000)
비수기주말최소:45000(성수기: 45000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:Y
인터넷:Y
냉장고:세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:트윈
객실크기:3평
객실수:0
기준인원:2최대인원:2
null
비수기주중최소:35000(성수기: 35000)
비수기주말최소:35000(성수기: 35000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:Y
인터넷:Y
냉장고:세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",nan
풍경[한국관광 품질인증/Korea Quality],010-7103-6993,서울특별시 종로구 성균관로 32-6(명륜2가),풍경은 성균관 바로 맞은 편에 위치해있는 한옥체험 게스트하우스로/ 푸른 소나무가 그려진 외벽이 멋스럽다. 외국인을 위한 배려로 침대 객실이 있고 주방에 식탁도 배치했다. 조식은 기본 토스트류가 제공되고/ 2일 이상 머물거나 또는 희망하는 손님들에게 간단하고 정갈한 한식을 제공한다. 동절기에는 주인이 직접 끓인 전통차도 맛볼 수 있다.,약 66㎡,9,6,한실/양실,가능,가능,11:00,12:00,가능(010-7103-6993),https://booking.naver.com/booking/3/bizes/142871,가능,있음,없음,"객실명:가을
객실크기:4평
객실수:0
기준인원:1최대인원:2
null
비수기주중최소:140000(성수기: 140000)
비수기주말최소:140000(성수기: 140000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:여름
객실크기:5평
객실수:0
기준인원:2최대인원:3
null
비수기주중최소:260000(성수기: 260000)
비수기주말최소:260000(성수기: 260000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:봄
객실크기:4평
객실수:0
기준인원:1최대인원:2
null
비수기주중최소:140000(성수기: 140000)
비수기주말최소:140000(성수기: 140000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:가족
객실크기:12평
객실수:0
기준인원:5최대인원:7
null
비수기주중최소:320000(성수기: 320000)
비수기주말최소:320000(성수기: 320000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:독채
객실크기:20평
객실수:0
기준인원:7최대인원:9
null
비수기주중최소:360000(성수기: 360000)
비수기주말최소:360000(성수기: 360000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:겨울
객실크기:7평
객실수:0
기준인원:3최대인원:4
null
비수기주중최소:280000(성수기: 280000)
비수기주말최소:280000(성수기: 280000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
",숙박 2주 전까지 취소 시 전액 환불/ 숙박 2주 이내 2일 사이는 예약금 환불 불가/ 숙박 2일 전 취소 시 비용 전액 환불 불가
교대게스트하우스[한국관광 품질인증/Korea Quality],010-7390-5901,서울특별시 서초구 사임당로17길 116 서초삼성래미안아파트,교대게스트하우스는 서울 교대역 인근의 서초삼성래미안 아파트 내에 있다. 주로 인근 학원에서 공부하기 위해 한국을 방문하는 외국인 학생이 장기간 머물곤 한다. 일반 가정집 내의 일부 공간으로/ 두 개의 객실이 각각 분리되어 있고/ 각 방에는 컴퓨터와 책상이 있다. 주방과 욕실/ 거실과 TV/ 소파는 함께 사용하고/ 세탁은 무료로 제공된다.,105㎡/ 단층,4,2,양실,가능,가능,14:00,11:00,가능(02-3486-7373/ 010-7390-5901),nan,가능,없음,없음,"객실명:ROOM B
객실크기:4평
객실수:0
기준인원:1최대인원:2
null
비수기주중최소:60000(성수기: 70000)
비수기주말최소:70000(성수기: 70000)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:ROOM C
객실크기:4평
객실수:0
기준인원:1최대인원:2
null
비수기주중최소:60000(성수기: 70000)
비수기주말최소:70000(성수기: 70000)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
",입실 전 취소 시 환불
