명칭,전화번호,주소,개요,규모,수용 가능 인원,객실 수,객실 유형,주차 가능,조리 가능,체크인,체크아웃,예약 안내,예약안내 홈페이지,픽업서비스,식음료장,공용 샤워실,상세정보,환불규정
모텔 마리나,032-889-4045,인천광역시 옹진군 영흥면 선재로 311,인천시 옹진군 영흥면에 위치한 마리나모텔은 카페와 펜션을 함께 운영하고 있다. 끝없이 펼쳐진 서해바다에 자리하고 있어 카페에서의 커피 한 잔과 함께하는 아름다운 일몰을 감상할 수 있으며 영흥대교의 웅장한 야경도 한눈에 펼쳐진다. 사랑하는 연인/ 가족과 함께 오래도록 기억에 남는 이곳으로의 여행은 기분 좋은 추억을 만들 수 있을 것이다.,4층,nan,22실,nan,주차 가능,nan,13:00,12:00,032-889-4045,nan,nan,스카이라운지 카페 레스토랑(4층)/ 야외 바베큐장,없음,"객실명:일반실
객실크기:5평
객실수:0
기준인원:2최대인원:2
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2022년 08월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:50000(성수기: 60000)
비수기주말최소:60000(성수기: 80000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:준특실
객실크기:5평
객실수:0
기준인원:2최대인원:2
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2022년 08월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:60000(성수기: 70000)
비수기주말최소:70000(성수기: 90000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:특실
객실크기:5평
객실수:0
기준인원:2최대인원:2
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2022년 08월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:90000(성수기: 90000)
비수기주말최소:100000(성수기: 100000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",nan
취옹예술관[한국관광 품질인증/Korea Quality],031-585-8649,경기도 가평군 상면 수목원로 300축령산취옹예술관,취옹예술관은 미술관/ 세미나실/ 한옥숙소/ 한식당 등이 모인 한옥복합문화공간이다. 낮은 언덕을 계단처럼 층층이 깎아 만든 3단 한옥으로/ 1단에는 한식당/ 2단에는 세미나실과 미술관/ 연못과 정자가 있고/ 3단에는 솟을대문과 너른 마당/ 툇마루/ 객실과 다실이 있다. 다도/ 천염염색/ 탈 만들기/ 떡과 두부 만들가/ 규방 공예 등 다양한 체험 프로그램이 준비되어 있다. TV나 인터넷이 없어 비움의 휴식이 가능하다.,약 6611㎡/ 1층,34,11,한실,가능,가능,15:00,11:00,가능(031-585-8649),http://site.onda.me/20419,불가,있음,없음,"객실명:소서당(독채)
객실크기:12평
객실수:0
기준인원:2최대인원:4
null
비수기주중최소:242000(성수기: 275000)
비수기주말최소:275000(성수기: 308000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:대나무
객실크기:12평
객실수:0
기준인원:4최대인원:5
null
비수기주중최소:150000(성수기: 165000)
비수기주말최소:180000(성수기: 198000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:봄/ 매화/ 여름/ 난초/ 들꽃
객실크기:12평
객실수:0
기준인원:2최대인원:3
null
비수기주중최소:88000(성수기: 110000)
비수기주말최소:110000(성수기: 143000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:가을/ 국화
객실크기:12평
객실수:0
기준인원:4최대인원:5
null
비수기주중최소:143000(성수기: 165000)
비수기주말최소:165000(성수기: 198000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:겨울
객실크기:12평
객실수:0
기준인원:2최대인원:3
null
비수기주중최소:88000(성수기: 110000)
비수기주말최소:110000(성수기: 143000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
",숙박 9일 전까지 90%/ 숙박 8일 전까지 80%/ 숙박 7일 전까지 70%/ 숙박 6일 전까지 60%/ 숙박 5일 전까지 50%/ 숙박 4일 전까지 40%/ 숙박 3일 전까지 30%/ 숙박 2일 전까지 20%/ 숙박 1일 전까지 10%/ 당일 취소 시  환불 불가
논산 백일헌 종택[한국관광 품질인증/Korea Quality],041-736-4166,충청남도 논산시 상월면 주곡길 45(상월면),국가민속문화재인 논산 백일헌 종택은 조선시대 무인 이삼 장군의 고택이다. 영조 3년(1727) 이인좌의 난을 평정한 공으로 영조에게 하사받았다. 백일헌은 영조가 이삼 장군에게 내린 시호다. 논산 백일헌 종택은 솟을대문 옆으로 문간채가 있고/ ㄷ 자형의 안채와 ㄱ 자형의 사랑채가 이어져 전체적으로 튼 ㅁ 자형을 이룬다. 논산 백일헌 종택에서 숙박체험이 가능한 공간은 솟을대문 옆 문간채와 누마루가 딸린 아랫사랑/ 그리고 널찍한 툇마루가 있는 윗사랑과 건넛방이다. 대청과 연결된 건넛방은 대대로 이 집안 큰아들과 큰며느리가 생활하던 곳으로 툇마루 앞에 흙담 두른 아담한 마당이 인상적이다. 논산 백일헌 종택은 국가민속문화재로 지정된 고택인 만큼 모든 객실에서 취사를 할 수가 없으며/ 화장실과 샤워실은 뒷마당 별도 공간에 마련했다. 무료로 제공되는 종가댁 며느리의 정갈한 조식도 논산 백일헌 종택의 자랑이다.<br>,단층,15명,4실,한실,가능,불가,14:00,11:00,가능(010-2911-4166),"<a href=""http://www.baekilheon.com"" target=""_blank"" title=""새창 : 논산 백일헌 종택 홈페이지로 이동"">http://www.baekilheon.com</a>",불가,불가,있음,"객실명:아랫사랑
객실크기:5평
객실수:0
기준인원:4최대인원:4
아랫사랑 : 툇마루/ 누마루 있음
비수기주중최소:130000(성수기: 130000)
비수기주말최소:150000(성수기: 150000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:인터넷:냉장고:세면도구:소파:취사용품:테이블:드라이기:객실명:윗사랑
객실크기:5평
객실수:0
기준인원:4최대인원:4
윗사랑·건넛방 : 툇마루 있음
비수기주중최소:130000(성수기: 130000)
비수기주말최소:150000(성수기: 150000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:인터넷:냉장고:세면도구:소파:취사용품:테이블:드라이기:객실명:건넛방
객실크기:5평
객실수:0
기준인원:4최대인원:4
윗사랑·건넛방 : 툇마루 있음
비수기주중최소:130000(성수기: 130000)
비수기주말최소:150000(성수기: 150000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:인터넷:냉장고:세면도구:소파:취사용품:테이블:드라이기:객실명:문간채
객실크기:4평
객실수:0
기준인원:2최대인원:3
null
비수기주중최소:80000(성수기: 80000)
비수기주말최소:100000(성수기: 100000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:PC:케이블설치:인터넷:냉장고:세면도구:소파:취사용품:테이블:드라이기:","※ 숙박 10일 전까지 100% 환불/ 9일 전 90% 환불/ 8일 전 80% 환불/ 7일 전 70%환불/ 6일 전 60% 환불/ 5일 전 50% 환불/ 4일 전 40% 환불/ 3일 전 30% 환불/ 2일 전 20% 환불/ 당일 10% 환불 <br />
※ 숙박시설 환불규정은 업소별 규정이 우선 적용되오니/ 예약시 업소별 환불규정을 확인하시기 바랍니다. 업소의 환불규정이 별도로 마련되어 있지 않을 경우에는 공정거래위원회의 소비자분쟁해결기준이 적용됩니다."
태백산 한옥펜션[한국관광 품질인증/Korea Quality],033-552-2367,강원특별자치도 태백시 소롯골길 34(소도동),태백산 한옥펜션은 약 200년 된 적송으로 지은 고택으로/ 태백산과 한백산에 둘러싸인 청정고원지대에 위치하여 주변 경관이 사계절 내내 맑고 아름답다. 여름이면 집 마당에 둘러앉아 수박을 먹거나 바비큐를 즐기고/ 겨울에는 아궁이 군불에서 구운 군고구마를 즐기며 소소한 추억거리를 만들 수 있다. 또한 전통혼례/ 윷놀이/ 굴렁쇠/ 등의 전통체험도 준비되어 있다. 주변 관광지로 탄광 철암마을/ 해바라기축제가 열리는 구와우마을이 있다.,약 991㎡/ 1층,64,6,한실,가능,가능,14:00,11:00,가능(033-552-2367),http://www.ok114.co.kr/0335522367,가능,있음,없음,"객실명:안채
객실크기:14평
객실수:0
기준인원:6최대인원:6
null
비수기주중최소:200000(성수기: 200000)
비수기주말최소:200000(성수기: 200000)
목욕시설:욕조:홈시어터:에어컨:TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:행랑채
객실크기:10평
객실수:0
기준인원:5최대인원:5
null
비수기주중최소:160000(성수기: 160000)
비수기주말최소:160000(성수기: 160000)
목욕시설:욕조:홈시어터:에어컨:TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:뒤안채
객실크기:10평
객실수:0
기준인원:4최대인원:4
null
비수기주중최소:130000(성수기: 130000)
비수기주말최소:130000(성수기: 130000)
목욕시설:욕조:홈시어터:에어컨:TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:별당채
객실크기:6평
객실수:0
기준인원:2최대인원:2
null
비수기주중최소:100000(성수기: 100000)
비수기주말최소:100000(성수기: 100000)
목욕시설:욕조:홈시어터:에어컨:TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
",숙박 3일 전까지 취소 시 전액 환불(전화 예약 후 전액 입금 시 예약 확정)
지리피아펜션,010-3561-7469,전라남도 구례군 토지면 섬진강대로 4310-33,전남 구례군의 섬진강 은빛물결 펜션 지리피아는 산과 강 풍경이 아름다운 지리산 피아골계곡 입구에 자리 잡고 있다. 푸르른 자연이 살아 숨 쉬고 신선한 자연의 향기를 몸으로 느낄 수 있어 웰빙 여행이 될 것이다. 시원한 계곡이 펜션 밑으로 펼쳐져 있고 앞마당 푸른 잔디를 밟으며 바라보는 풍경은 탄성을 자아내게 한다. 답답한 도시를 벗어나 한 번쯤 자연으로의 여행을 계획하는 여행객들에게 추천하고 싶은 이곳은 편안한 휴식처가 될 것이다. 주변의 화개 장터는 재래시장의 즐거움을 느끼기에 적합하며 지리산으로의 여행도 추천한다.,2층,nan,4실,가족실/ 단체실,주차가능,가능,14:00,11:00,010-3561-7469,"<a href=""http://www.jiripia.co.kr"" target=""_blank"" title=""새창 : 펜션 지리피아 홈페이지로 이동"">http://www.jiripia.co.kr</a>",nan,nan,없음,"객실명:피아골/섬진강
객실크기:18평
객실수:0
기준인원:4최대인원:6
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2022년 09월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:90000(성수기: 140000)
비수기주말최소:140000(성수기: 200000)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:지리산/반야봉
객실크기:25평
객실수:0
기준인원:8최대인원:10
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2022년 09월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:160000(성수기: 220000)
비수기주말최소:220000(성수기: 300000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
",nan
진도 가휴재,010-4640-7189,전라남도 진도군 임회면 아리랑길 6-10,여귀산 아래 국립남도국악원이 자리 잡고 오봉산이 바다를 보듬은 곳/ 귀성 삼거리 된재 기슭에 조그만 다락을 얹어 지은 아담한 집이다. ‘아름다운 쉼터’라는 의미로 ‘가휴재(佳休齋)’라 이름 하였다. 새들의 노랫소리로 아침을 열고/ 밤이면 하늘은 온통 별천지가 된다. 자연을 사랑하는 이들과 이 아름다움을 나누고 싶었다. 다락방 포함한 방 3개의 독채펜션으로/ 가족단위로 조용하고 독립적인 휴식을 취하기에 안성맞춤이다. 도보 3분 거리에 금요상설공연을 하는 ‘국립남도국악원’과 폐교를 문화공간으로 탈바꿈시킨 것으로 유명한 ‘나 저로 미술관’이 위치하고 있어 아이들에게 좋은 체험을 선물할 수 있다. 또한/ 산책코스를 이용해 아리랑 체험관과 임권택 감독의 100번째 영화인 ‘천년학’ 촬영지를 둘러볼 수 있다.,27평,nan,1실,nan,주차 가능,가능,15:00,11:00,010-4640-7189,"<a href=""https://map.naver.com/v5/entry/place/1141992027?c=15/0/0/0/dh"" target=""_blank"" title=""새창 : 진도가휴재펜션 예약사이트로 이동"">https://map.naver.com</a>",nan,nan,없음,"객실명:가휴재(독채)
객실크기:27평
객실수:0
기준인원:6최대인원:10
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2021년 11월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:150000(성수기: 250000)
비수기주말최소:200000(성수기: 250000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
",nan
가평 하이랜드,031-581-2256~7,경기도 가평군 북면 가화로 2369-19,가평 하이랜드는 맑은 물과 청정자연을 자랑하고 있는 가평군에서도 가장 자연 경관이 수려한 명지산 자락에 위치하고 호텔/ 펜션/ 방갈로/ 카페/ 단체식당 및 취사장을 갖추고 있는 종합레저타운이다. 차량으로 30분 이내에 남이섬/ 자라 섬/ 쁘띠프랑스. 아침 고요수목원 등이 있어 관광하시기에 용이하다. 가평 하이랜드는 가족/ 연인/ 단체 연수/ 및 드라마 촬영 장소로도 많이 이용하고 있다. 도심 속에서 벗어나 맑은 공기와 자연 경관 속에서 최고의 맛을 즐길 수 있는 바비큐는 또 하나의 특별한 추억으로 남을 것이다.,호텔 7층/ 펜션 3층,nan,26실,스텐다드룸/ 디럭스룸/ 온돌투룸/ 스위트 투룸/ 독채형 단체펜션,주차 가능,불가,14:00,11:00,031-581-2256~7,"<a href=""http://www.gphiland.com"" target=""_blank"" title=""새창 : 가평하이랜드 홈페이지로 이동"">http://www.gphiland.com</a>",nan,카페/ 한식당,없음,"객실명:type A
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:type B
객실크기:0평
객실수:0
기준인원:4최대인원:8
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:type C
객실크기:0평
객실수:0
기준인원:3최대인원:5
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:type D
객실크기:0평
객실수:0
기준인원:4최대인원:7
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:type E
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:펜션동(독채)
객실크기:0평
객실수:0
기준인원:25최대인원:50
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",nan
호텔아시아,053-742-0550,대구광역시 동구 동부로22길 75-1,"대구광역시 동대구역세권의 중심에 위치하고 있는 호텔아시아는 비즈니스 업무와 영화/ 쇼핑/ 외식/ 문화시설을 한꺼번에 즐길 수 있다. 대구국제공항에서 10분/ KTX가 도착하는 동대구역에서 5분/ 고속버스터미널에서 3분/ 지하철에서 4분 거리에 위치해 있으며 주변에 MBC 방송국/ 영화관/ 금융기관/ 동 대구벤처벨리와 관광지/ 대형 쇼핑몰을 골고루 갖추고 있다.
이외에 전 객실 PC/ WI FI/ 3DTV/ 최신 영화 시스템/ 전신안마의자/ 스파 욕조/ 단체 이벤트 룸/ 공기청정기를 갖추어 고객에게 최상의 볼거리/ 즐길 거리/ 휴식이 공존하는 도심 속 문화공간이다. 호텔아시아는 고객편의를 최우선으로 고품격 최고의 서비스를 제공한다.",620평/ 9층,최대 170명,40실,디럭스/ 트윈/ VIP,주차 가능,불가,16:00,12:00,053-742-0550,nan,nan,nan,없음,"객실명:스탠다드
객실크기:10평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:트윈
객실크기:12평
객실수:0
기준인원:2최대인원:4
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:디럭스
객실크기:12평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:VIP-7
객실크기:15평
객실수:0
기준인원:2최대인원:6
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",nan
강릉선교장[한국관광 품질인증/Korea Quality],033-648-5311,강원특별자치도 강릉시 운정길 63 선교장,선교장은 100칸이 넘는 전형적인 사대부가의 주택으로/ 세종대왕의 형 효령대군의 11대손인 무경 이내번에 의해 처음 지어져 지속 발전되어 지금에 이르렀다. 12개 대문이 있을 정도로 건물 수와 면적 모두 국내 최대 규모를 자랑한다. 정자 「활래정」은 관동팔경을 유람하는 조선 선비들의 안식처가 되었는데/ 추사 김정희가 남긴 현판이 유명하다. 숙박객의 편의를 위해 화장실과 샤워실을 현대식으로 설치하였다.,1층,117,21,한실,가능,가능,16:00,10:00,nan,https://knsgj.net/,불가,있음,없음,"객실명:홍예헌2
객실크기:25평
객실수:0
기준인원:14최대인원:14
null
비수기주중최소:220000(성수기: 280000)
비수기주말최소:250000(성수기: 280000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:객실명:홍예헌1
객실크기:20평
객실수:0
기준인원:12최대인원:12
null
비수기주중최소:220000(성수기: 250000)
비수기주말최소:230000(성수기: 250000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:객실명:초가2
객실크기:12평
객실수:0
기준인원:6최대인원:6
null
비수기주중최소:150000(성수기: 200000)
비수기주말최소:170000(성수기: 200000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:객실명:초가1
객실크기:13평
객실수:0
기준인원:6최대인원:6
null
비수기주중최소:150000(성수기: 200000)
비수기주말최소:170000(성수기: 200000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:객실명:중랑채
객실크기:8평
객실수:0
기준인원:6최대인원:6
null
비수기주중최소:120000(성수기: 150000)
비수기주말최소:130000(성수기: 150000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:객실명:행랑채
객실크기:4평
객실수:0
기준인원:6최대인원:6
null
비수기주중최소:50000(성수기: 70000)
비수기주말최소:60000(성수기: 70000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:객실명:연지당
객실크기:12평
객실수:0
기준인원:7최대인원:7
null
비수기주중최소:150000(성수기: 200000)
비수기주말최소:170000(성수기: 200000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:객실명:서별당
객실크기:12평
객실수:0
기준인원:6최대인원:6
null
비수기주중최소:220000(성수기: 300000)
비수기주말최소:250000(성수기: 300000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:Y
드라이기:객실명:전통문화체험관
객실크기:0평
객실수:0
기준인원:30최대인원:30
null
비수기주중최소:550000(성수기: 700000)
비수기주말최소:600000(성수기: 700000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:",숙박 7일 전까지 취소 시 100% 환불/ 숙박 3-6일 전까지 취소 시 70% 환불/ 1-2일 전까지 취소 시 50% 환불/ 당일 취소 시 30% 환불
이코노미호텔 남포점,051-256-1121,부산광역시 중구 광복로85번길 12,이코노미 호텔은 한국형 게스트하우스로 20대 여성 및 가족단위 국내여행을 즐기는 여행객을 위한 호텔이다. 부산 지하철 남포역에서 하차하여/ 7번 출구로 나와 도보 3분 거리 위치이다.,nan,47명,25실,nan,nan,불가,15:00,12:00,0507-1477-0161,nan,가능(사전문의),미니바,없음,"객실명:싱글룸
객실크기:6평
객실수:0
기준인원:1최대인원:1
※ 위 정보는 2022년 09월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:40000(성수기: 0)
비수기주말최소:40000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:더블룸
객실크기:7평
객실수:0
기준인원:2최대인원:2
※ 위 정보는 2022년 09월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:50000(성수기: 0)
비수기주말최소:50000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:트윈룸
객실크기:8평
객실수:0
기준인원:2최대인원:2
※ 위 정보는 2022년 09월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:50000(성수기: 0)
비수기주말최소:50000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:트리플룸
객실크기:9평
객실수:0
기준인원:3최대인원:3
※ 위 정보는 2022년 09월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:60000(성수기: 0)
비수기주말최소:60000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
",nan
물고기나무 게스트하우스,010-8566-1037,제주특별자치도 서귀포시 성산읍 중산간동로 4204-14,물고기나무 게스트하우스는 제주도 동쪽 아늑한 삼달리에 위치한 숙소이다. 누구나 자유롭게 이용할 수 있는 넓은 오픈키친과 제주의 밤을 고스란히 느낄 수 있는 야외 데크가 있는 공간이다. 1인 여행자를 위한 1인실과 커플이나 친구와 함께 지낼 수 있는 2인실/ 가족과 함께 지낼 수 있는 룸이 준비되어 있다.,100평/ 2층,13명,4실,1인실(단독실)/ 2인실(단독실),주차 가능,불가,17:00,10:00,0507-1483-1065,"<a href=""http://blog.naver.com/fishtree72"" target=""_blank"" title=""새창 : 물고기나무 게스트하우스 홈페이지로 이동"">http://blog.naver.com/fishtree72</a>",nan,nan,없음,"객실명:짜져방(1인실/단독실)
객실크기:0평
객실수:0
기준인원:1최대인원:2
null
비수기주중최소:40000(성수기: 0)
비수기주말최소:40000(성수기: 0)
목욕시설:욕조:홈시어터:에어컨:Y
TV:PC:Y
케이블설치:인터넷:냉장고:세면도구:소파:취사용품:테이블:드라이기:객실명:별방(2인실/단독실)
객실크기:0평
객실수:0
기준인원:2최대인원:2
null
비수기주중최소:65000(성수기: 0)
비수기주말최소:65000(성수기: 0)
목욕시설:욕조:홈시어터:에어컨:Y
TV:PC:Y
케이블설치:인터넷:냉장고:세면도구:소파:Y
취사용품:테이블:드라이기:객실명:옆방(2인실/단독실)
객실크기:0평
객실수:0
기준인원:2최대인원:2
null
비수기주중최소:55000(성수기: 0)
비수기주말최소:55000(성수기: 0)
목욕시설:욕조:홈시어터:에어컨:Y
TV:PC:Y
케이블설치:인터넷:냉장고:세면도구:소파:Y
취사용품:테이블:드라이기:객실명:앞방(2인실/단독실)
객실크기:0평
객실수:0
기준인원:2최대인원:4
null
비수기주중최소:55000(성수기: 0)
비수기주말최소:55000(성수기: 0)
목욕시설:욕조:홈시어터:에어컨:Y
TV:PC:Y
케이블설치:인터넷:냉장고:세면도구:소파:Y
취사용품:테이블:드라이기:",nan
